"SG2","SG1","STRESS","","","STRES, Mpa","C1","C2"
"10093","10537","188.58506944444","","","71.971921992481","2033.9549999999","3207.37375"
"10145","10586","189.453125","","","72.433280466792","2083.225","3217.015"
"10203","10640","190.32118055556","","","72.894638941103","1813.3974999999","3145.3675"
"10262","10691","191.18923611111","","","73.355997415413","1674.7299999998","2786.6125000001"
"10318","10745","192.27430555556","","","73.817355889724","1612.56625","3052.4749999999"
"10377","10801","193.14236111111","","","74.278714364035","1386.1312499999","3205.59"
"10419","10849","193.79340277778","","","74.740072838346","1686.6737499999","3189.23875"
"10475","10902","194.66145833333","","","75.201431312657","1716.52625","2947.4275"
"10529","10954","195.52951388889","","","75.662789786967","1492.20125","3158.345"
"10579","11004","196.39756944444","","","76.124148261278","1065.545","3182.5737499999"
"10631","11054","197.48263888889","","","76.585506735589","1110.65","2686.4125000001"
"10681","11102","198.35069444444","","","77.0468652099","864.91624999996","2782.5449999999"
"10732","11152","199.21875","","","77.508223684211","661.06124999998","2580.5925"
"10785","11202","200.08680555556","","","77.969582158521","452.60875000003","2443.44"
"10839","11252","200.95486111111","","","78.430940632832","328.66249999991","2415.3975"
"10893","11303","201.82291666667","","","78.892299107143","651.42374999994","2294.57625"
"10947","11354","202.69097222222","","","79.353657581454","96.268749999961","2385.0675"
"11000","11402","203.55902777778","","","79.815016055764","244.24124999994","1878.65375"
"11054","11453","204.42708333333","","","80.276374530075","-108.39875000007","1820.4099999999"
"11112","11509","205.29513888889","","","80.737733004386","-61.209999999978","1981.87125"
"11166","11557","206.16319444444","","","81.199091478697","-495.97374999999","1579.51875"
"11220","11609","207.03125","","","81.660449953008","-106.86250000003","1630.43"
"11276","11663","207.89930555556","","","82.121808427318","-363.7675","1188.575"
"11331","11711","208.76736111111","","","82.583166901629","-685.06374999999","1117.075"
"11385","11762","209.63541666667","","","83.04452537594","-603.41875000008","805.95874999995"
"11440","11811","210.50347222222","","","83.505883850251","-1009.6125","267.63749999997"
"11498","11865","211.37152777778","","","83.967242324561","-1003.9787500001","-802.71000000004"
"11546","11907","212.23958333333","","","84.428600798872","-1336.4575000001","-924.72125000004"
"11597","11959","213.10763888889","","","84.889959273183","-1129.61875","-1212.4225"
"11649","12011","213.97569444444","","","85.351317747494","-1582.32","-1485.4324999999"
"11706","12065","214.62673611111","","","85.812676221804","-1703.0412500001","-1551.73"
"11762","12117","215.49479166667","","","86.274034696115","-2158.0187500001","-2188.9074999999"
"11816","12165","216.14583333333","","","86.735393170426","-2432.0437500001","-2032.24125"
"11873","12220","217.01388888889","","","87.196751644737","-2402.60625","-2581.5112500001"
"11925","12261","217.88194444444","","","87.658110119048","-2653.6375","-2757.995"
"11981","12303","218.75","","","88.119468593358","-2404.1500000001","-3049.8825000001"
"12033","12334","219.40104166667","","","88.580827067669","-2636.00625","-3033.3812499999"
"12087","12379","220.26909722222","","","89.04218554198","-3082.1525000001","-3367.23"
"12142","12426","221.13715277778","","","89.503544016291","-2836.00125","-3527.02875"
"12195","12470","222.00520833333","","","89.964902490602","-3407.715","-3901.85625"
"12250","12518","222.87326388889","","","90.426260964912","-3606.4287500001","-4301.58125"
"12297","12559","223.52430555556","","","90.887619439223","-3536.8087500001","-4642.45625"
"12354","12606","224.39236111111","","","91.348977913534","-3885.455","-4731.71375"
"12411","12654","225.26041666667","","","91.810336387845","-3875.21125","-4669.035"
"12462","12699","225.91145833333","","","92.271694862155","-3935.71","-5128.5925000001"
"12517","12749","226.77951388889","","","92.733053336466","-4465.4462500001","-4912.06375"
"12569","12795","227.64756944444","","","93.194411810777","-4609.8587500001","-4908.235"
"12622","12843","228.29861111111","","","93.655770285088","-4866.7625000001","-5572.94625"
"12671","12888","229.16666666667","","","94.117128759399","-5087.7562500001","-5759.915"
"12724","12933","230.03472222222","","","94.578487233709","-5217.6000000001","-6634.68125"
"12778","12980","230.68576388889","","","95.03984570802","-4916.8425","-6594.9375000001"
"12833","13028","231.33680555556","","","95.501204182331","-5255.6025000001","-6331.4675000001"
"12885","13075","231.98784722222","","","95.962562656642","-5215.47375","-6270.8300000001"
"12941","13123","232.20486111111","","","96.423921130952","-5755.24875","-6928.155"
"12993","13167","232.63888888889","","","96.885279605263","-5932.7200000001","-6852.8287499999"
"13051","13212","232.20486111111","","","97.346638079574","-5709.03375","-6807.3087500001"
"13104","13255","232.85590277778","","","97.807996553885","-5771.65875","-6991.5812500001"
"13154","13295","233.50694444444","","","98.269355028196","-5390.8625","-7569.8875"
"13194","13323","234.15798611111","","","98.730713502507","-6481.3950000001","-7736.0775000001"
"13216","13344","234.80902777778","","","99.192071976817","-7273.5125","-8056.5275"
"13220","13367","235.46006944444","","","99.653430451128","-7374.1025","-8259.5262499999"
"13204","13359","236.328125","","","100.11478892544","-7521.0812500001","-8800.5812500001"
"13244","13396","236.97916666667","","","100.57614739975","-7694.4312500001","-9254.32875"
"13290","13436","235.89409722222","","","101.03750587406","-8011.37625","-9131.1375"
"13334","13476","234.80902777778","","","101.49886434837","-8371.0925","-9577.985"
"13379","13517","234.59201388889","","","101.96022282268","-8264.78875","-9841.37625"
"13425","13561","233.94097222222","","","102.42158129699","-8552.6825000001","-9960.525"
"13474","13608","21.267361111111","","","102.8829397713","-8942.0550000001","-10333.10125"
"13522","13651","","","","103.34429824561","-8861.83125","-10694.50125"
"","","","","","103.80565671992","-9443.3662500001","-10585.53"
"","","","","","104.26701519424","-9694.59875","-10637.115"
"","","","","","104.72837366855","-9456.7850000001","-11008.83375"
"","","","","","105.18973214286","-10107.72375","-11732.18875"
"","","","","","105.65109061717","-10137.84875","-12027.35375"
"","","","","","106.11244909148","-10407.2","-12617.87"
"","","","","","106.57380756579","-10812.75875","-12887.42125"
"","","","","","107.0351660401","-11127.84375","-12677.9975"
"","","","","","107.49652451441","-11133.175","-13353.09375"
"","","","","","107.95788298872","-11411.21","-13340.5275"
"","","","","","108.41924146303","-11428.45","-13649.64875"
"","","","","","108.88059993734","-11971.57625","-14455.09375"
"","","","","","109.34195841165","-12179.3575","-14617.1725"
"","","","","","109.80331688597","-12650.62","-14672.28125"
"","","","","","110.26467536028","-12957.61375","-14937.66125"
"","","","","","110.72603383459","-13312.9025","-15328.7425"
"","","","","","111.1873923089","-13323.175","-15590.0275"
"","","","","","111.64875078321","-13792.19875","-15931.4375"
"","","","","","112.11010925752","-14022.8725","-16659.20125"
"","","","","","112.57146773183","-14103.62125","-16886.49375"
"","","","","","113.03282620614","-14176.59375","-17058.42375"
"","","","","","113.49418468045","-14627.3625","-17453.745"
"","","","","","113.95554315476","-15087.2725","-17633.77125"
"","","","","","114.41690162907","-15537.51875","-17853.6375"
"","","","","","114.87826010338","-15645.735","-18297.62125"
"","","","","","115.3396185777","-16012.07625","-18892.54125"
"","","","","","115.80097705201","-16141.68875","-19153.80125"
"","","","","","116.26233552632","-16633.32","-19832.065"
"","","","","","116.72369400063","-16562.445","-19867.0875"
"","","","","","117.18505247494","-16793.3425","-20133.6"
"","","","","","117.64641094925","-17679.76","-20983.875"
"","","","","","118.10776942356","-18119.25625","-21398.08"
"","","","","","118.56912789787","-17782.1475","-21622.855"
"","","","","","119.03048637218","-18034.3675","-21421.87"
"","","","","","119.49184484649","-18316.1275","-22150.94125"
"","","","","","119.9532033208","-19157.87875","-22625.0875"
"","","","","","120.41456179511","-18963.78375","-23153.26875"
"","","","","","120.87592026942","-19244.70375","-24020.7625"
"","","","","","121.33727874373","-19725.6125","-24118.55375"
"","","","","","121.79863721805","-20182.3925","-24204.52125"
"","","","","","122.25999569236","-20233.01375","-24968.34"
"","","","","","122.72135416667","-20532.35375","-25525.74125"
"","","","","","123.18271264098","-21278.98125","-26278.805"
"","","","","","123.64407111529","-21631","-26648.68875"
"","","","","","124.1054295896","-22304.12125","-27299.14125"
"","","","","","124.56678806391","-22200.385","-26740.9875"
"","","","","","125.02814653822","-22973.32625","-27332.30375"
"","","","","","125.48950501253","-23545.28875","-28064.765"
"","","","","","125.95086348684","-23692.9375","-28892.38"
"","","","","","126.41222196115","-24292.18125","-29555.39875"
"","","","","","126.87358043546","-24648.4925","-30003.9225"
"","","","","","127.33493890978","-24569.66","-30482.01875"
"","","","","","127.79629738409","-25465.4475","-30700.5225"
"","","","","","128.2576558584","-25905.7675","-31817.85125"
"","","","","","128.71901433271","-26270.89375","-31741.385"
"","","","","","129.18037280702","-26521.6025","-32059.68125"
"","","","","","129.64173128133","-27436.205","-33001.9675"
"","","","","","130.10308975564","-27662.975","-33792.9275"
"","","","","","130.56444822995","-28213.98625","-34879.35125"
"","","","","","131.02580670426","-28600.46","-35451.85375"
"","","","","","131.48716517857","-29188.5725","-35658.75"
"","","","","","131.94852365288","-29213.4975","-35862.1175"
"","","","","","132.40988212719","-30249.8375","-36395.0975"
"","","","","","132.87124060151","-30569.7575","-36798.3375"
"","","","","","133.33259907582","-30765.98375","-37782.90875"
"","","","","","133.79395755013","-31683.52125","-38053.685"
"","","","","","134.25531602444","-32267.29375","-38528.93375"
"","","","","","134.71667449875","-32679.5625","-38962.8375"
"","","","","","135.17803297306","-33132.005","-39431.40375"
"","","","","","135.63939144737","-33707.70625","-40143.7725"
"","","","","","136.10074992168","-34416.9075","-40724.53125"
"","","","","","136.56210839599","-34803.24625","-40973.97875"
"","","","","","137.0234668703","-35320.6975","-41267.7975"
"","","","","","137.48482534461","-35631.265","-41998.2075"
"","","","","","137.94618381892","-36317.42375","-43216.22"
"","","","","","138.40754229323","-36651.62375","-43164.9925"
"","","","","","138.86890076755","-37222.98","-43554.10375"
"","","","","","139.33025924186","-37562.9075","-44254.63375"
"","","","","","139.79161771617","-38052.72375","-45075.92375"
"","","","","","140.25297619048","-38682.90375","-45425.7025"
"","","","","","140.71433466479","-39324.3425","-45840.59875"
"","","","","","141.1756931391","-39457.5","-46362.32"
"","","","","","141.63705161341","-40068.86","-47337.95"
"","","","","","142.09841008772","-40869.75","-47655.2675"
"","","","","","142.55976856203","-40818.0925","-48372.00375"
"","","","","","143.02112703634","-41405.56875","-48880.7025"
"","","","","","143.48248551065","-41970.435","-49393.0225"
"","","","","","143.94384398496","-42620.15375","-50453.53125"
"","","","","","144.40520245927","-42923.80875","-50294.7875"
"","","","","","144.86656093358","-43688.8025","-50385.775"
"","","","","","145.3279194079","-44014.27625","-51323.70125"
"","","","","","145.78927788221","-44174.165","-51795.36875"
"","","","","","146.25063635652","-45045.63625","-52742.22875"
"","","","","","146.71199483083","-45348.175","-53569.6375"
"","","","","","147.17335330514","-45693.6","-53627.95375"
"","","","","","147.63471177945","-46125.2025","-54394.5775"
"","","","","","148.09607025376","-46899.8225","-54965.62625"
"","","","","","148.55742872807","-47366.32375","-55415.65"
"","","","","","149.01878720238","-47841.45875","-55900.585"
"","","","","","149.48014567669","-48232.8525","-55957.595"
"","","","","","149.941504151","-48439.06875","-56505.0775"
"","","","","","150.40286262532","-49557.41375","-57003.77"
"","","","","","150.86422109963","-49711.965","-57593.165"
"","","","","","151.32557957394","-50008.005","-58932.9925"
"","","","","","151.78693804825","-51115.3925","-58866.37125"
"","","","","","152.24829652256","-51533.05625","-59440.16625"
"","","","","","152.70965499687","-52071.02","-59976.2375"
"","","","","","153.17101347118","-52278.5725","-60916.265"
"","","","","","153.63237194549","-53235.87875","-61384.0075"
"","","","","","154.0937304198","-53618.85625","-61686.0275"
"","","","","","154.55508889411","-53931.64","-62511.23625"
"","","","","","155.01644736842","-54427.90125","-62824.43375"
"","","","","","155.47780584273","-54759.27125","-63181.855"
"","","","","","155.93916431704","-55316.78625","-63778.06"
"","","","","","156.40052279136","-55875.75375","-64403.8675"
"","","","","","156.86188126567","-56921.1525","-65168.74"
"","","","","","157.32323973998","-57490.43875","-65353.6175"
"","","","","","157.78459821429","-57650.1375","-66370.105"
"","","","","","158.2459566886","-58233.885","-67012.16125"
"","","","","","158.70731516291","-59008.43875","-67513.68125"
"","","","","","159.16867363722","-59503.745","-68108.39875"
"","","","","","159.63003211153","-59961.60125","-68085.45"
"","","","","","160.09139058584","-60206.9025","-68495.045"
"","","","","","160.55274906015","-61383.4375","-69426.54625"
"","","","","","161.01410753446","-61998.34","-69764.23375"
"","","","","","161.47546600877","-62851.3625","-70546.16875"
"","","","","","161.93682448308","-63548.0125","-71359.45625"
"","","","","","162.39818295739","-63597.10875","-72527.84375"
"","","","","","162.85954143171","-64143.47125","-72881.9475"
"","","","","","163.32089990602","-65226.01125","-73333.2675"
"","","","","","163.78225838033","-65452.5575","-73758.6825"
"","","","","","164.24361685464","-65948.27","-73903.65"
"","","","","","164.70497532895","-66579.75625","-75355.76"
"","","","","","165.16633380326","-67662.11","-75425.13125"
"","","","","","165.62769227757","-68298.21125","-76188.6"
"","","","","","166.08905075188","-68934.98","-76691.4475"
"","","","","","166.55040922619","-69304.295","-76809.04"
"","","","","","167.0117677005","-69648.3025","-77473.38125"
"","","","","","167.47312617481","-70448.21","-78179.75625"
"","","","","","167.93448464912","-70994.93125","-78898.84125"
"","","","","","168.39584312343","-72020.56125","-79497.76875"
"","","","","","168.85720159775","-72769.25875","-80145.31875"
"","","","","","169.31856007206","-73601.66625","-80823.3875"
"","","","","","169.77991854637","-74662.5175","-80873.96625"
"","","","","","170.24127702068","-75620.11875","-81259.3725"
"","","","","","170.70263549499","-76016.75375","-81782.055"
"","","","","","171.1639939693","-77043.35375","-83155.12"
"","","","","","171.62535244361","-77461.37625","-83940.1925"
"","","","","","172.08671091792","-78317.45","-84603.42625"
"","","","","","172.54806939223","-79181.865","-85169.6475"
"","","","","","173.00942786654","-80230.3025","-85631.29375"
"","","","","","173.47078634085","-80706.795","-85952.24375"
"","","","","","173.93214481517","-81074.745","-87211.37875"
"","","","","","174.39350328948","-81864.3575","-87174.16875"
"","","","","","174.85486176379","-82484.92125","-87906.16625"
"","","","","","175.3162202381","-83271.02125","-88892.29875"
"","","","","","175.77757871241","-83818.2525","-90036.3925"
"","","","","","176.23893718672","-84295.03125","-90692.05"
"","","","","","176.70029566103","-85418.86","-91086.9275"
"","","","","","177.16165413534","-85970.58","-91918.7825"
"","","","","","177.62301260965","-86630.4675","-92073.89"
"","","","","","178.08437108396","-86980.57375","-92746.93"
"","","","","","178.54572955827","-87725.88875","-93518.04875"
"","","","","","179.00708803258","-88541.0375","-94204.60125"
"","","","","","179.46844650689","-88989.33","-94859.94375"
"","","","","","179.9298049812","-89621.8925","-95419.97"
"","","","","","180.39116345552","-90860.2725","-96391.8825"
"","","","","","180.85252192983","-91308.46625","-97031.08"
"","","","","","181.31388040414","-91997.33625","-98161.01875"
"","","","","","181.77523887845","-92549.1675","-98469.00625"
"","","","","","182.23659735276","-93362.49625","-99182.0125"
"","","","","","182.69795582707","-94133.5225","-99797.785"
"","","","","","183.15931430138","-94552.425","-100655.40625"
"","","","","","183.62067277569","-95168.44","-101043.05125"
"","","","","","184.08203125","-96291.82","-102148.35875"
"","","","","","184.54338972431","-96856.79625","-102611.7425"
"","","","","","185.00474819862","-97498.7975","-103433.405"
"","","","","","185.46610667293","-98435.0475","-104162.2225"
"","","","","","185.92746514724","-98910.645","-106061.12625"
"","","","","","186.38882362156","-99556.19875","-107462.24875"
"","","","","","186.85018209587","-100314.72","-108031.9925"
"","","","","","187.31154057018","-101219.72625","-108521.265"
"","","","","","187.77289904449","-101852.83125","-109129.675"
"","","","","","188.2342575188","-102567.9025","-110080.10875"
"","","","","","188.69561599311","-103298.52","-110907.595"
"","","","","","189.15697446742","-104018.60125","-111659.24125"
"","","","","","189.61833294173","-104708.04","-112952.32125"
"","","","","","190.07969141604","-105713.67","-113578.92875"
"","","","","","190.54104989035","-106224.08","-114075.4025"
"","","","","","191.00240836466","-106904.78875","-114749.49"
"","","","","","191.46376683898","-107689.2125","-115751.89375"
"","","","","","191.92512531329","-108501.0525","-116569.375"
"","","","","","192.3864837876","-109251.4775","-117347.325"
"","","","","","192.84784226191","-110148.0775","-118529.64375"
"","","","","","193.30920073622","-110987.61","-118970.14"
"","","","","","193.77055921053","-112129.3075","-119957.66625"
"","","","","","194.23191768484","-112671.93125","-120862.73125"
"","","","","","194.69327615915","-113314.43","-121501.12375"
